gene,d5_mean,d14_mean,d28_mean
Vhl,1971.162985,2547.877531,3176.0125
0,95.22171217,99.20769293,105.3188204
Dmrtc1c1,71.46588936,73.38295847,72.9116043
0,68.993832,73.51228167,75.00990147
Sar1b,1067.782195,888.470239,912.7443637
Ndufa10l1,4237.230128,4639.273208,5213.518981
Prdm4,82.87659507,78.07550231,85.34672867
Kcnb2,65.6142412,66.0072567,75.41878815
Olr1744,246.3545455,184.1497055,121.5435597
Psmc3ip,176.3659453,150.0011624,145.4659206
Olr1525,75.95318252,65.84823603,74.36536109
Olr1060,60.71594042,65.99863759,64.58661925
Olr1174,65.34323118,66.99218377,68.00849259
Fbxo32,74.10058365,74.11040455,71.39118462
Kcnj3,75.4156658,73.63506074,80.15001087
St6gal1,2565.92763,3194.189135,4086.002592
Rtn4rl2,68.72434617,66.82707396,67.91535001
Snx1,1574.951943,1476.580288,1350.260136
Esr2,82.32203567,79.52418008,81.96514179
Magi3,635.3419704,671.9786101,622.9539416
0,86.26003763,88.88045024,86.93458155
Ermp1,2147.996528,2825.942146,3582.926972
0,72.3861318,78.54516369,76.55496603
0,71.97754154,65.81779336,72.21558695
Syngr4,90.0191153,94.68153561,86.75412858
0,66.15487393,68.24347172,65.69072779
Dmbt1,69.23665381,68.8504348,68.14918554
0,66.47090638,66.68430262,66.59154724
Vps26a,578.2395933,435.3559744,374.9491766
Sh3pxd2a,73.29456607,65.53908006,68.91250342
0,74.73268587,74.11615161,78.95520964
Pik3ca,358.4903568,395.0853266,341.28083
Efna3,78.37362341,75.76767564,71.68451279
Prmt6,131.2934928,133.5445286,127.8420396
Nmi,930.7274922,651.1054805,426.4563351
Actc1,69.77221833,73.29215816,69.35422794
Cst7,282.7331975,91.84833755,100.015043
0,77.68018525,70.86227346,71.47184646
Hyal6,83.45576329,83.89078046,85.24630677
0,70.72844249,69.64214705,69.6180435
0,66.75680898,71.75648209,68.33410045
0,80.06933459,87.45236752,87.09339249
Rybp,1053.765941,1222.487769,1588.146943
0,134.3544767,127.0649965,124.1628838
0,63.0205552,62.61659513,63.92429556
0,2788.454294,2715.061355,2042.704753
0,1444.002023,2589.636531,3034.946404
0,74.44721449,72.34095243,71.15752296
0,278.0720913,297.1228413,301.7277881
0,107.1912848,94.62020336,101.6742697
0,67.92440606,71.61845073,71.12337239
0,404.2389552,302.6564354,262.8137922
Dcstamp,77.50777204,73.24367966,73.09026819
Desi1,1650.725951,2385.65677,3853.600569
0,64.26997431,68.4052256,67.00596183
0,69.10025033,71.6593064,69.02103468
0,71.65566344,76.36480534,90.86000417
0,560.6798426,875.1854524,1363.226417
0,74.15574728,82.87161071,83.01450977
Tmem186,73.82407399,77.09697298,71.91206496
Ccnjl,66.4916362,69.60062525,68.15781816
Lsm11,99.26998601,85.59975835,79.23594459
Tbx4,73.92286106,81.02855572,70.85248429
Etv4,63.35251142,77.71409283,77.52540893
Rbfox3,80.33453197,81.65150826,83.0022706
Krtap15-1,64.69656095,68.48161041,65.98332092
Osbpl11,98.42457202,94.73279843,84.82809474
Pcp2,418.9762254,91.08871342,131.8692509
Cux1,237.6300085,249.7013269,252.3359781
Fbrsl1,65.157484,62.73236247,65.3654327
Tmcc2,71.3074182,80.69316882,93.80362637
0,74.69626514,71.18437683,67.78658673
0,58.90642556,56.89559699,67.27972506
0,69.47299354,64.76214179,64.90696947
Hmx1,68.41765566,65.96974534,64.82461392
0,67.83258602,72.35763088,69.53545451
0,252.191227,248.3304287,260.2463297
0,69.37386127,65.53306973,72.86881785
0,85.11206114,84.56616526,85.94822024
Slc35d2,313.2309678,264.4898127,326.6021628
0,78.35045722,75.45954485,74.7948457
0,5110.890433,6262.799447,4379.703412
Chkb,446.5952815,421.9225379,410.5217409
0,69.22058996,69.43952812,65.76849786
Tmem170a,70.7513246,77.80740819,69.393724
0,103.8884265,102.1821569,97.2977658
0,69.48496794,70.81926193,71.84110108
0,60.60013789,62.59547298,62.97980992
0,63.81377473,64.70635206,61.68283734
0,109.7300312,104.2092022,103.9744048
Galm,725.4189998,670.7050836,741.8741125
Cmbl,170.9191894,218.2787137,413.8934073
Olr1466,60.2959133,60.10851628,59.47304015
Olr722,68.86925778,72.99348076,71.18019982
Olr306,75.67968311,70.31986433,71.86128626
Arf3,246.6777973,213.5904148,212.3852362
0,121.2895133,133.9150836,133.7179302
Cnp,9826.811646,18309.5579,22892.6524
Olr1658,63.54976694,61.53881446,61.09558513
Abcc3,445.9898974,387.3686862,247.2072964
Pitx2,60.59715641,55.50223662,56.2994099
Rpl17,14721.14548,12838.89579,12503.82159
Cyp3a9,111.3285926,845.3250585,2079.07243
0,69.1879265,68.30510489,73.39646197
0,82.88088925,84.70107007,80.39572826
B9d2,183.2269439,170.5876924,153.2313835
Tmem143,76.36522005,76.50956212,74.44515746
0,71.33014003,72.77546658,66.29772136
0,1526.484826,1479.907088,1367.337702
0,244.4367632,370.8891202,368.8356303
Serf1,788.4870891,669.971952,716.0911093
Gnb4,66.77388707,62.90855342,62.96535501
Efna4,72.63911038,77.13681273,74.39266307
0,71.46528501,68.44633168,71.25692772
0,67.01856198,63.39569241,70.51939446
0,91.61231092,98.90569441,95.04634926
Aqr,377.5245734,245.3253937,320.3692178
0,116.6666258,127.0312944,116.3921512
0,60.85331522,60.4082679,57.47320805
Hyal5,72.68862744,77.67869824,80.19472126
0,60.99830985,57.40378392,69.11738163
0,68.98502654,66.98547276,61.77708852
Shq1,80.84412924,84.32367391,78.00801827
0,125.4739895,249.0724397,187.9011935
0,79.47791594,69.55674259,71.63313908
B4galt1,111.8626844,103.3124593,83.00081683
0,66.05849575,65.90617954,65.54590436
0,84.47984433,83.7368694,87.61216758
Rnaseh1,745.2174015,631.4907834,585.0866861
0,308.7455354,93.44646364,144.849554
Golga5,794.323077,385.5372369,341.3633334
0,72.5249557,71.95824565,73.16695404
Lrp12,790.0322896,734.5535521,738.4439138
0,86.85857907,80.21999894,79.22730269
0,188.793206,200.8406596,178.3423198
Exph5,80.89145173,79.59723706,84.22448441
0,79.70072658,105.0791065,135.548686
Pdcd6ip,88.2179637,81.82197229,74.76523656
0,62.51809068,65.06492576,66.01245786
Spats2l,597.5230643,429.4326455,312.6779416
0,72.83703583,69.14574159,71.99064226
Mettl22,540.5349518,684.5307392,833.9802036
0,54.59465041,63.66287336,59.94241864
Thg1l,427.790177,457.1049702,396.9556441
Brip1,76.66898449,72.66798247,65.96113759
Meox1,68.04116607,67.54958202,72.22831882
Scaf4,227.7802265,211.8208566,200.0667541
Lmln,79.40830199,78.92256539,80.15690815
0,151.8683832,177.0521565,246.7275091
0,57.44700646,62.9935188,65.41361737
Pole,223.4862371,192.5087946,122.4788527
0,71.65777647,75.86437218,78.10294023
Uap1,717.9113876,507.5709368,683.9242075
0,76.925641,76.29862055,71.96693808
0,68.11303127,69.11749039,69.48279438
0,71.24399125,77.6511891,79.55807475
0,81.41946693,77.17802732,82.81113111
0,97.83103565,88.61021318,86.45736252
0,1662.854172,1489.675239,1840.758305
Prm2,88.51370826,89.3006843,84.34646178
0,114.9029913,105.9469509,114.5188194
Fstl1,4195.074878,5803.555656,6523.066788
Psmg2,472.3863885,442.7838219,344.2346002
0,67.48291132,68.38540218,68.0244305
Chst5,96.65749704,94.77099041,93.02790236
Tfb2m,519.2929033,486.9539962,478.1229743
0,91.8893585,91.65070201,92.83499971
0,233.5834069,229.5056618,231.7075589
0,318.0278663,322.5801051,307.1333076
0,69.85409185,66.83334647,65.16971576
Klra5,176.9526803,112.6435969,111.6619164
Tmsb10,71.43576424,68.46221033,67.80600217
Apc,67.06048708,65.19853574,68.60834988
Olr752,72.02430527,69.93550574,79.44992243
Adra2c,84.41893724,84.671809,83.64572054
Baiap2,317.070794,302.5189814,271.85446
Acot12,59.7559282,61.7395269,61.20117019
Oprm1,74.71801709,75.59389727,78.7878982
Defb4,68.91971176,73.10761101,69.01804297
Npm1,600.4426842,581.9823574,450.8608028
Rtn4,8227.438359,9564.217878,13850.09788
Zc3h12d,63.88761109,65.21253346,67.30131621
0,76.57715208,74.13883965,73.85245049
Ccdc97,262.8317473,241.4571655,224.0629397
Ccdc114,63.15285518,60.10242219,59.03332927
0,98.98661667,95.91988087,94.10914104
0,83.87170658,78.34146021,81.65565418
Gna14,67.64605151,66.79527383,65.89610602
0,909.4285093,890.3921524,984.5321097
Capzb,2811.172039,2215.106852,1521.794239
Actl6a,665.0146488,597.0488352,552.2785253
0,84.10672244,87.89335104,84.46997563
0,57.82081496,59.5918531,61.29662199
0,67.40857127,70.37687049,75.76184512
0,99.16533896,93.00936277,90.49600815
Dph6,62.12288498,66.63298267,66.82203034
Acss1,118.1237979,145.3026128,156.6961605
0,83.56202132,83.44509533,75.37104675
0,99.93021989,237.8707315,214.8465402
0,61.65456294,59.90512948,56.63899692
0,322.5067629,259.1995404,249.442903
0,66.00250725,70.5337879,66.14603696
0,86.74318835,91.63301105,98.61056433
H1foo,82.07708658,82.58942243,82.38122791
Bag1,3672.081648,3362.937555,2477.818179
0,111.1524158,117.0578293,113.9895856
0,67.58551657,74.76709476,73.91070705
Trappc12,268.7589345,299.1041418,331.6407271
0,138.5015024,131.4211954,108.8416298
Serpina1f,67.71951982,69.23657142,66.46409556
Aldh1l2,74.09216959,69.93418349,65.67897891
0,24603.16932,24066.95706,22354.32112
Mei1,69.10567081,63.48946578,72.78053676
Arhgap42,72.31057242,68.63104646,65.15950875
Kdelc2,93.42232052,85.67981687,87.33259466
0,71.30976529,70.95158348,66.83627324
0,80.35104524,75.73739926,79.3660137
Map4k4,270.2426158,314.2016751,285.7556597
Srfbp1,410.0686432,371.1103768,357.5592214
Pde6d,1103.885868,1378.178491,1708.546547
0,72.17667906,75.20248306,73.50176065
0,82.18754323,78.65165964,76.51169989
Ints2,174.6532582,166.2589006,108.907916
Dusp3,1581.5728,1648.580616,2771.460681
Usp36,99.88045531,96.51329609,96.52288408
0,62.0821114,61.96434697,61.88074626
Iqcg,64.84137382,64.53985707,65.69601367
Mcoln1,274.3915915,262.6443565,337.1091127
Prkrip1,196.7643822,235.1397604,278.6953171
Pgam5,71.64460476,69.03262212,71.24251423
Acox2,59.77649663,63.60690097,68.69205522
0,79.73829872,76.86521583,83.79361271
0,1252.108849,847.1870749,807.7592142
Tmem175,133.9032649,129.2192157,131.8360405
0,72.199713,65.24038913,66.10534938
Lrpap1,197.3401349,283.2841494,270.5944717
0,65.98737995,66.98534094,64.97109178
Lrp10,769.8924857,746.7632074,684.0213877
0,64.22501252,63.73628933,68.08717245
0,69.95619539,69.99580522,69.77855191
0,86.30165526,87.81999872,88.16396867
0,214.6514772,220.7614772,241.866318
0,69.87471124,69.89214624,72.43065613
Rprd1a,115.6733021,112.5783657,104.7901236
0,64.03005093,58.12840019,58.71843105
Neurog1,72.06668498,75.34349091,70.69263645
0,70.50766237,64.40799944,62.29750698
Terf2ip,95.85319101,93.41157232,101.6829144
0,64.76320338,64.79893056,71.91805281
0,66.6358879,70.59740841,70.20216618
Shroom4,69.79473191,68.00548721,77.35918647
0,80.31678975,77.41067176,73.74275458
Abcg2,222.8049672,191.0080164,158.3121862
Bdh1,258.6604787,209.3806948,225.7741658
Mrs2,831.7715267,703.3195593,690.7572749
Zfp709,139.3181458,126.7404116,133.0944366
Olr1072,69.5549739,69.7293496,70.44435629
Olr583,54.30651899,55.66367002,50.77984223
Madd,114.1264548,108.9049336,106.5693958
Olr1369,70.16661093,69.26213719,73.43886521
Slc22a18,209.0789251,249.2104123,211.3244406
Olr315,59.9692177,64.56795753,62.55094918
Grik1,118.6992127,109.7871756,120.0980154
Olr408,66.82987634,65.89635941,70.92468648
Cd8b,1121.126863,736.0380514,463.0077812
Slc26a1,91.34854276,88.22673041,93.73061626
Khsrp,84.10553302,83.60230261,79.03176948
Nos3,268.4971811,145.452252,145.3706422
Eno2,1373.555124,941.0107254,1823.153613
Samd5,78.6624224,80.63738036,77.22572902
0,99.45997415,94.26954428,97.7575301
Hnrnpul1,250.5011868,237.2977714,212.5807887
Nomo1,2504.975468,2615.631302,3196.337318
Chrdl2,63.88103023,63.24126729,63.58228897
0,12723.17713,21913.53761,25891.22629
Vps13a,155.1026244,153.9007895,159.6295907
Col17a1,79.69150705,62.64493746,64.80166436
Pdhb,1902.881298,1828.34131,1845.415819
Trappc13,3169.756111,2771.191701,2820.897097
Mrpl47,873.5138772,790.1123688,782.3812625
0,80.87361195,82.13454756,81.89308244
0,66.05294689,68.39270828,65.05955841
Ifi44l,127.2706855,94.70210434,92.45614272
Cacnb4,72.64528486,73.6217984,75.13253603
0,56.5366564,58.67600426,60.03106294
Pygb,1374.631407,1653.36025,2079.866324
0,160.7733039,169.5658467,220.7408058
Pot1,998.9523304,1064.066529,1041.402292
0,80.83243859,97.81473942,109.7927816
0,56.65135605,61.41257374,60.8390881
0,109.4351861,130.2343861,150.7232705
Ppp4r2,1035.051767,1305.551069,1532.193341
0,536.6074632,491.9050871,647.6271353
0,77.995308,78.94796938,73.31571207
Chmp5,7278.350927,7548.764629,8549.872318
Caap1,1073.187356,895.9663043,908.3967169
0,71.23956618,75.36404381,79.25933895
0,70.68146278,65.8672993,66.02914341
0,94.98552911,90.87935676,89.09658987
0,359.1942581,336.5533416,396.9215112
Serpina9,76.00748295,69.17126888,66.46379653
0,74.47365137,71.33584805,68.40193667
Zfpm2,126.5595131,119.9889736,129.2821392
Ccdc134,663.9706851,599.2301982,460.3603176
0,68.67469486,72.2789818,69.78009119
0,83.20877182,89.66865189,93.97523333
0,8847.907233,21642.92587,21429.70809
Kctd18,83.78178655,82.03882897,83.88567393
Cops7b,109.1467659,105.3672293,98.76554353
0,24076.70078,23438.07126,22805.12551
Ublcp1,3318.333818,3362.077036,3135.107309
0,95.08424706,73.2381758,71.25852935
Smad2,579.0827354,548.7224512,435.848946
Med13,186.3989966,160.0797892,140.5572145
RGD1565533,77.75149672,77.23211108,80.99290053
Urb1,78.25637245,73.50728764,83.45744691
0,73.05116256,67.64094104,71.92276129
Zfp358,1869.725467,2403.90089,3198.864241
Orai2,103.5500377,100.7464674,117.5066915
Ankle2,199.86775,200.7094372,169.4159187
Dync1li1,237.246404,231.8361761,187.3172501
0,65.96839411,68.8897226,69.74775487
0,104.8845336,82.91010018,74.77205543
Pcgf3,212.4635556,171.742215,161.9113573
Dok7,67.53707924,67.69868148,64.35051503
Fancl,174.4060585,168.2561819,172.3617761
0,60.17089804,67.72374801,74.60355932
Prmt5,907.9508719,989.0879996,1006.338572
0,77.52884677,77.12085149,75.47592937
0,63.8177977,58.72386168,61.53747039
Fibp,1534.981541,1304.388356,1120.371987
Ing1,84.87050057,77.88163632,76.2170703
Rpl39,22095.19941,23683.56348,24567.5546
Hba1,7772.177042,3647.467189,1872.066491
0,80.93320247,79.6944682,84.1180632
Slc39a6,94.37763652,100.3339499,88.31001123
0,435.3721843,465.261215,319.7947454
0,63.9305077,64.40513327,60.42130476
0,494.9904689,524.7697913,346.3443449
0,80.05887069,83.57949484,78.42971914
0,67.22357011,62.32060433,67.91051678
0,66.14500708,72.3340876,71.01373775
0,86.18126803,84.8048185,94.34434358
0,51.63398475,56.73054897,54.7265737
0,2002.222682,1860.516998,1249.187529
Uqcrh,19475.79443,19011.34284,19312.65584
Rpl36,11662.85586,12824.00222,10904.04742
Mark3,495.6706051,581.3578674,595.6714615
Faf1,679.5629338,637.6916068,565.2175293
Olr1049,61.92341549,63.61235967,68.85593358
Tcf4,1745.590851,2701.511894,3147.960575
Olr530,57.32086126,55.86433941,59.44320716
Dcc,71.2058483,72.10927652,71.33320315
Ipmk,556.1926633,453.8040549,490.4350946
Itpka,151.1064581,105.6652581,106.176009
Fmr1,365.9827614,396.6158249,458.089941
Chp1,1326.567566,1074.514291,985.7357014
Gpd2,638.6716882,553.509699,574.1692243
Timm23,5476.017939,4813.77704,4019.945978
0,64.12453609,56.66671234,58.09246149
0,66.97073389,68.57687223,71.29072205
Axl,120.2934624,155.9273907,120.5961814
Otog,74.89232563,78.56996744,67.81712508
Pold3,150.8781988,126.3321394,114.852374
Mrgpre,95.15467238,98.35160653,93.61011796
0,64.77405274,65.84167618,64.26094824
Sfr1,3291.394427,3578.897498,3233.86302
Trim23,99.69535894,92.19017434,97.95821484
Ndufb5,8357.70795,8813.922233,7946.137825
Zbtb7b,169.3177071,164.1186698,141.8339621
0,66.44957102,64.55382423,68.16557524
Slco4a1,89.36134576,83.68993102,76.29467551
Zzz3,1324.909117,1378.053791,1438.424549
0,72.10690911,76.56444553,77.84339094
Meis2,94.62637203,97.33323753,116.0633552
Fam217b,90.06319799,81.27250705,79.6113194
0,62.61699902,62.21522191,61.89659271
0,76.54288557,84.77903687,125.8312293
0,69.09988244,62.99650624,65.34793961
0,71.54765722,79.9351112,80.09056699
0,83.65159991,83.90367377,77.86477313
Nfx1,108.3069609,108.0950586,103.2303209
Eqtn,58.38811566,59.4653236,66.29683431
Zscan20,88.51542012,93.76755452,84.35530629
0,68.30649309,68.06060913,72.26001031
0,391.1716141,362.1812427,333.6711639
0,64.43052158,111.7654064,266.4960713
Slc41a2,131.1652158,77.03294578,75.8205771
0,66.09878029,71.56991807,70.72349201
Srebf2,67.60304922,73.11723048,65.94715567
Jrkl,107.5177967,98.25479304,114.6959063
Atm,107.6820527,104.0929432,90.62662475
0,172.178362,232.2080498,291.5088305
0,81.77236288,69.83103324,75.87730207
Vps16,1008.60125,1118.681034,1132.709517
Dis3l2,167.227711,190.8617951,215.7336958
0,64.94603363,66.81417098,64.27038872
Rnf145,1338.102067,1540.911044,1449.302323
0,75.35727238,71.91971856,72.56381999
Mpp3,74.26425361,73.71768377,68.00218753
0,66.91630134,55.19360634,59.87679543
0,255.0884376,355.5340286,328.0503523
0,81.78439755,78.894731,71.77642582
Upk3bl,73.88282115,73.13135946,75.65441958
Usp15,1256.905658,1011.098223,782.6106088
Golga3,88.61169761,83.25587996,80.2642716
Mxd3,148.9394911,198.7051293,113.943833
0,95.13269446,95.80164943,95.85469016
Mfsd7,72.93123976,67.39543562,71.7546561
Hgfac,81.58704713,80.48276546,79.67665737
Vrk2,213.765538,174.2943686,145.7399663
0,80.43897784,76.74792246,84.76002926
Haus4,530.3309104,396.4455364,199.6300541
0,59.50595279,64.15982392,65.23218849
0,86.01348113,83.94182924,78.16798466
0,64.30595107,66.03028934,66.80645379
0,70.1207867,65.84558851,67.45248297
Rps29,6846.977965,8526.754023,7383.913277
0,67.83953281,70.34788274,61.11295418
Elp2,1221.777501,1121.251739,1003.482821
0,67.66228966,70.27177253,65.56925083
0,73.1008127,78.37152226,73.64122991
Scn11a,62.65174607,62.36182322,62.51389363
Cntnap4,99.78686395,86.0239498,85.37519172
Slc19a1,238.6103087,216.0010648,216.5172551
0,67.34942123,68.22922187,63.05229118
0,62.27800736,61.76977333,63.36900701
Ywhab,8621.390875,7303.303347,6873.151092
Cdx4,57.70977057,61.89872359,62.45928713
Sult1c3,75.04523123,76.27976507,71.71809447
0,295.2908111,273.9110606,286.5195994
Mpi,615.9173503,502.9878185,552.0713302
Pcsk2,75.07352776,80.5368943,91.7126719
Ctsl,14691.46493,15179.95565,12671.00984
Akr1b8,207.8116014,98.40974765,123.0700977
Taar8c,84.10014928,76.75500356,80.22147535
Olr734,78.2950272,70.06448239,71.96635162
Itpr2,177.5693167,159.6745056,131.3075292
Rab40c,71.48104693,73.74918358,76.27027593
Cyba,26505.34565,16388.52423,13798.43959
Myo9b,3317.56104,3643.982085,3607.810632
Np4,67.23527341,71.419043,70.57017339
Gpr126,88.62491882,124.0306839,128.3981779
0,79.35678351,80.54518574,80.52051674
Cyp2s1,66.32098164,65.39082921,66.15430742
Sergef,73.17153231,74.74307735,75.72440043
Lipt2,283.5626744,283.9606867,264.2393282
0,84.49419084,71.28737046,72.72565448
0,64.03043865,67.55297336,69.14728392
Cfap43,78.3271549,88.61945946,107.4946797
Ppwd1,826.9212663,844.2127245,720.3489963
Usp13,89.48180423,92.68265375,97.66353509
Cks1b,776.7988725,760.1816141,324.1230163
0,67.3919673,68.49242143,69.40267702
0,121.7318679,167.5984501,307.3258128
0,69.78602906,74.67457916,70.54833087
0,64.98065906,60.86185729,62.23262403
Gins1,535.2591845,435.9355301,182.0419108
Cdh26,65.61865952,66.19967484,72.80860302
Zfp800,343.0779775,345.8546841,300.3357452
0,419.8582567,364.1638189,430.0557422
0,69.71044954,71.23087078,69.93484218
0,91.09270292,112.2945728,114.3566061
0,69.18067913,75.04053447,72.27075196
0,68.96684389,74.10137994,73.66936839
0,299.164694,323.0534366,357.5397894
Tlr12,61.12057289,56.95741828,56.63747005
0,165.3182644,142.1479304,127.0159824
0,3419.648257,3296.649719,4429.335951
Ltbp1,140.6819927,132.2463303,138.2086362
0,66.81706636,75.5834877,70.19192829
Chst11,83.19539265,78.29718707,77.57449584
0,450.7956133,449.126695,325.4366358
Shisa8,131.7763241,79.95166015,90.77720846
Mtmr2,143.0641202,166.692118,178.9168329
Slc35f2,80.86018388,77.18168236,80.21064947
0,58.95157997,60.58499104,59.81620101
Mfsd9,71.45746427,72.27837348,73.32040041
Ddx59,273.1055049,320.3915517,277.8079304
0,80.85288104,85.03877343,80.95652485
0,77.70390725,71.04653819,73.0712206
Adam19,62.24109445,60.54437318,67.02931481
0,128.4673969,140.7603988,107.023183
Ptrh2,347.4631361,363.9414531,349.479963
0,75.49427381,74.20648915,78.5964103
0,95.92898967,86.38219259,93.77956896
Pex11g,73.43132945,75.11645112,79.42658201
Upk3b,75.68878568,76.7053614,75.66798937
0,66.43289361,67.28311035,63.22231635
Olfml2b,526.0642077,888.0204611,1149.294985
Msantd1,67.2550541,71.28252592,67.34017032
0,97.48884679,98.96316608,99.86707064
0,187.2208525,180.3466676,222.2197152
0,62.35803723,62.68740203,64.6731603
0,61.80203533,59.74930763,63.58620581
0,64.73961425,67.52351888,70.56338961
Tnnt1,191.0732446,187.142526,122.3571727
0,65.78570278,66.94611285,67.44061585
0,240.6680661,227.4775836,264.0602161
0,65.42001967,72.76851128,72.29464662
Tpgs2,768.1017281,777.6983064,717.1804424
Fbn2,61.00551824,60.56773242,62.42284372
0,62.78191205,65.65688271,64.14533978
0,335.4454683,298.1977951,300.0738703
0,238.0225259,246.2967282,306.1507779
0,65.95805958,68.7787102,66.38708062
0,289.5982108,299.2370749,311.713492
0,63.57609581,63.35581748,64.42580547
Trim25,187.3519413,145.8497127,134.0088528
Itpkb,94.4703758,92.98106648,85.72368296
Slc12a5,390.121824,125.572652,240.4777039
Sec16b,156.8699682,190.6886859,216.2058016
Mvb12a,358.8899674,390.1314573,351.462115
Sncb,63.96109124,63.03169154,62.34780541
Olr1557,68.59616908,70.52124329,73.02305093
Stag3,81.89631056,79.5042026,70.92342537
Syk,703.6984288,452.4501956,288.7104372
Olr120,66.94360806,68.7193312,70.36808727
Rabac1,7271.792015,9049.095109,12120.17139
Cklf,485.8577814,377.9930604,362.2078214
Olr1321,68.56186987,63.87723806,63.43501238
Olr1561,76.22236326,72.02402688,71.90456182
Nefl,839.7912444,204.8525788,688.3861393
Oaz1,21426.9419,18978.04533,19149.78479
Chst3,73.67704315,78.77390272,74.80895795
Tgfb3,82.83625255,90.5667778,102.0572144
Gpx2,99.86940717,93.4648255,191.3960831
Timm17a,2053.427651,2123.973086,2224.688862
0,74.94079163,73.77986623,76.17641884
0,77.23150749,77.83146999,77.78939456
0,67.52722885,68.59939167,67.69334405
Ppme1,1281.323255,1139.661971,1316.769672
0,64.09764811,74.63081514,77.60883077
0,1007.905207,1145.572146,1261.724437
0,109.2126035,144.4093362,169.1592592
Cenpk,623.9519959,525.890897,210.3030478
0,73.08910226,76.00180653,71.40114966
Shc1,255.8232574,207.9004741,141.0197327
0,717.6715164,399.0335492,279.2789772
0,63.89828855,66.44817614,63.74220513
0,106.2211335,104.8293344,104.3365854
Spred1,572.6003355,584.539501,552.5297356
0,65.40379616,66.82823862,67.68251057
0,75.84522051,78.05514983,72.10926161
0,155.64537,140.8328423,168.4192763
0,77.79386096,74.97324581,79.00514955
0,67.45175936,66.03270971,70.28865377
0,77.64302884,80.67998175,80.88303195
0,80.85352781,76.97954049,74.72345938
0,69.14547451,75.91489703,76.72625052
0,3459.634772,3722.319016,3841.561015
0,59.01618827,63.37581804,66.960682
Phc2,1968.927466,1782.975675,1807.563397
0,103.1185178,105.9985865,97.42157902
Dnajc27,78.07071467,88.32044318,74.6274976
0,3223.466211,1941.642167,3304.355289
0,89.33197414,92.27687523,89.33959473
0,74.76937421,75.54748983,76.67032248
Oxr1,395.3417498,334.4495476,384.4913401
Tnfrsf13c,75.30936932,83.64646533,85.77402999
Cep57,212.8769987,181.7882218,183.7708316
0,102.7608053,76.24795922,97.70800183
Pls1,67.66296525,74.56146441,76.30754642
0,60.08016984,68.5857762,73.06653687
Tmem182,67.89226381,59.9630467,66.84214816
Nasp,1012.267443,1104.076077,922.3735189
Clk1,3275.978067,4956.205051,6041.279766
0,93.67870156,106.6161199,96.17957295
Nipal4,77.67193682,87.89892184,88.78892168
Ypel2,103.2089223,99.79238703,103.3197689
Mpp2,70.27377272,71.68446749,77.04596386
Muc20,79.22538037,83.32918756,82.17010711
Arhgef18,71.91256908,66.2707629,68.41321257
Dtx2,1568.497133,1342.917931,1309.761426
Gtpbp6,309.9915417,347.6194856,410.4419736
Atf6,73.6102674,82.13774284,84.55894908
Pde6b,84.21703134,81.92411435,87.0415179
Htt,223.5134995,186.7953199,166.0114
0,66.13084767,68.24929863,70.64652396
0,58.09149112,59.21642734,58.48729524
0,72.6731723,77.34524793,76.30640519
0,76.87083976,69.51386199,70.57625159
Adnp,130.0538577,139.5712458,124.639843
Calcoco1,206.8881063,238.8807288,278.5951615
0,63.51343611,64.95778224,64.50631276
0,65.9524585,64.06858454,65.04676898
0,60.98744613,64.41441982,63.45736081
0,97.26715368,90.9001972,93.23069193
Acp2,6036.470675,4793.28381,3937.103854
0,1141.438304,1112.399331,821.0556951
0,69.38096711,65.30157645,63.81033537
0,915.5179906,748.558201,842.7972513
0,82.02959001,94.4168963,75.37051012
0,66.49174593,63.24614827,62.32950998
Oplah,7845.231712,7232.683814,3584.672445
Fam96a,1909.447862,1346.054015,1089.062262
0,498.0662794,497.656371,541.3853013
Osm,91.77679555,89.68362274,89.74583341
Rims3,106.9118306,87.67332781,84.05123901
Hps6,650.5728785,672.9133756,824.2051176
Tgfbr1,167.8706039,143.1726355,128.9552664
Olr199,68.34030813,66.06074437,65.28277759
Fads1,771.9243039,1481.698433,1216.673715
Plin1,79.3519741,81.91147499,79.60669916
Olr47,89.8632743,84.54450843,80.75839672
Ccr7,184.4437429,173.3429697,171.796642
Olr661,71.60789698,74.2605958,70.03607695
Timmdc1,1350.988341,1529.659177,1765.457908
Rest,73.75812407,73.52643911,75.45354498
Gclm,649.6579992,595.2366739,622.6078043
Slc28a2,1009.366243,337.8174704,229.9339046
Tph2,57.49052145,53.80173531,56.41328198
H1f0,177.7344719,196.4842925,205.2939604
Gch1,383.3970615,145.1861575,123.1259072
Cdk12,114.6072771,104.4059911,107.6282833
0,85.7452796,84.13239339,85.05638181
0,81.22267996,83.27139466,79.61427887
0,82.48458925,86.72797288,89.38254926
Gtf2h1,972.1350215,996.0851149,997.160841
C2cd3,66.58717483,63.85287417,69.15110272
0,63.63171886,62.85657336,66.89601993
Pcsk5,63.29369018,67.33459888,59.42547928
0,72.09147228,66.76229778,68.25795528
0,70.17103558,67.24695141,72.08924501
Ttc14,152.8219171,156.6319202,163.5460362
Pygo2,90.51075216,108.6277966,99.04248688
0,370.8362714,290.2834161,393.2517154
0,97.40111127,96.62174825,88.21084215
Prpf40a,246.1118372,240.0550539,218.9982028
0,390.6929978,376.6933644,366.0321258
Rbm28,151.1205184,186.3330562,213.1195696
0,78.25650603,168.621765,179.4704581
