gene,d5_mean,d14_mean,d28_mean
Car5b,85.48613254,97.44040002,170.9473682
Pip5k1c,71.3573571,68.36478902,68.23423667
Tmbim4,3883.773511,3453.969661,3300.256462
Iyd,81.88034416,86.01286413,74.23132206
Mzf1,130.3312594,153.665945,148.6622658
0,69.86408138,65.4357214,65.95245954
0,88.94710324,91.76108296,90.53995157
0,788.5592189,597.3471698,618.5021173
Plgrkt,1192.452521,1006.396566,897.7383898
Glt8d1,1566.513849,1923.964821,1870.178902
Ppp1r37,81.79432939,82.11018744,81.92679494
Capsl,83.21605884,99.199969,93.70731911
Arhgef26,77.39067542,88.34906303,84.59039993
0,72.93504151,71.38194434,66.4989378
Dkk2,113.150926,109.7599312,105.8793481
0,79.08775364,73.53576778,79.82997753
0,71.6592868,70.96201835,64.6748471
Phf20,364.3737948,324.7061035,268.483207
0,77.53491312,73.92493366,77.42097679
LOC291863,59.62586297,57.73594703,58.6480862
0,56.75735923,56.69335289,59.60078217
0,74.62467374,70.49279315,72.38399375
Xkr9,74.81908948,77.23687778,72.78073448
0,94.07548412,88.70779371,89.90722963
Srsf10,147.2201336,128.9098793,109.0255969
0,68.21384438,70.7679336,70.68846433
Sec23a,236.1648716,210.0585878,191.6896901
0,70.03123085,74.67794296,74.31313863
Cwf19l2,317.7200935,250.9954451,208.0341478
Tmtc2,59.93753518,59.72140716,59.00037259
0,77.18722169,66.01308436,86.837847
0,76.01015618,78.40928899,83.20398058
0,67.01955054,61.80487318,64.2972562
0,59.97034258,59.90158279,61.78789909
0,68.77128096,77.01740416,79.13666302
0,11036.69075,10026.46056,9989.084609
Tmx2,192.9915673,202.9891856,211.4554458
Zfand2b,420.9126609,453.8871213,536.2824635
Vom1r48,76.7471321,74.7439052,66.4505094
0,67.45572612,67.80018341,66.0830063
0,76.82516023,74.47418822,76.84259384
0,68.51269452,68.74698384,75.63628289
0,79.76483565,78.83628906,79.34760953
Rilpl1,262.1338819,365.3695866,483.803118
Npl,3544.804275,2060.156703,1109.99119
Hnrnpdl,791.2899641,851.5532187,924.8092502
Rnf185,111.4804856,115.6922377,107.3042338
Naa30,770.760156,973.2279083,1031.468644
Tpp1,12995.04481,11446.28492,8915.5682
C1qtnf9,121.8084993,161.5492724,366.2174956
Cln5,72.56174759,79.8752766,80.66681563
Ccdc111,122.7508598,117.8517963,95.21998233
0,58.40365688,56.62128686,59.67422824
Rps13,17121.09256,17618.13577,16156.82697
0,55.17421061,57.49919793,55.84257179
0,71.58830539,78.82111799,72.75361077
Psd2,62.67142666,63.62756823,63.28734641
0,69.16880256,67.22666207,64.36834319
Elac1,76.78503408,78.0057078,82.36397169
Il27ra,78.12256408,72.32367317,73.22905064
Dnm2,1450.918998,1253.40658,1474.37722
0,71.60819885,69.87664381,71.14349106
Mmp2,96.25509395,97.03651017,91.57013447
0,317.7458068,306.6317498,294.7656166
Slc18a2,110.9394829,90.50682681,89.98994
0,6413.239617,5768.601903,4457.599742
Stard3nl,1598.833418,1654.722729,1827.661573
0,78.40052541,78.08665151,83.05797152
0,101.3836437,95.92178418,96.61834641
LOC680663,74.53587823,70.39654017,70.99668718
Ciita,113.1187335,88.3586497,75.46604589
0,158.4755568,142.7856585,151.8699565
Bet1,941.8089785,1049.773957,1251.42141
Rps3,14541.08714,15564.38114,15131.97783
Clic6,64.07743025,66.82595727,66.43020665
Olr1521,59.74649363,62.20494152,61.31247275
Olr984,55.83874344,55.88486101,56.89654077
Ebf1,166.4193641,114.0509672,130.1490428
Olr1625,74.54907138,80.86946816,82.14798379
Arhgef11,66.05180614,69.8009995,73.32722848
Sv2c,78.97399565,71.08638236,77.14969252
Olr321,65.76845429,64.66941191,64.81858352
Nat8b,323.6573497,427.7255514,578.7931318
Olr226,73.54517865,72.8984002,74.34737218
Cdh22,96.21247063,83.91045664,98.5492075
Slc25a27,165.0915866,159.1740083,200.2184579
Dpep1,63.22045779,64.69079313,63.59923887
Fkbp1a,5265.975717,4962.169601,7859.301413
Scn2b,81.96501598,81.25757049,76.45834566
Casp12,131.5062714,126.720608,134.4837101
Pcdha13,85.66047196,87.94972566,82.98736343
0,310.661652,322.017474,236.3276922
Ube2m,613.2315268,489.7262551,502.6750989
0,93.57136118,92.38813759,90.62149914
Akap13,62.74393147,65.76594291,62.36426878
Itpripl2,71.76213734,70.75894699,72.27105106
Cd274,62.71238819,68.75978842,64.99645064
Il7r,86.93783298,69.52172781,66.85118662
Dhx36,310.5323582,283.974364,281.7873265
Sprr3,70.47094323,63.34329036,59.17691946
Gimd1,72.17439816,74.31143023,74.95803942
Ntng2,71.92442998,78.6442322,72.43696267
0,70.67169298,73.16768667,71.34336171
Scand1,6468.320758,7176.621528,7170.85781
0,75.78308336,76.28228409,74.06780227
0,92.38648094,95.72853893,94.8410591
0,343.3022572,1183.941372,1565.879397
0,71.49298633,65.31449121,67.37020511
Zfp637,794.3169289,938.3620656,972.7931566
Lactb2,290.0209372,241.5545931,203.5542051
0,75.83423156,75.44600096,72.40462554
Slc5a9,64.84133358,60.55775096,63.21172398
Pithd1,2116.075695,2728.271763,3512.762342
Sos1,64.67349925,60.98741317,63.7378058
Trappc6b,2486.347367,1965.218148,1851.92231
0,271.460208,205.2504108,159.0834534
0,117.662692,143.7593371,148.2018564
Mettl25,471.7430831,540.3759582,596.6855964
0,749.7042811,593.9434513,496.7362263
0,66.04632614,70.33893157,65.86502947
0,288.4448914,244.4659621,289.281259
Prss45,78.64706996,72.58799715,81.95940213
0,72.86643922,75.86943098,68.226799
Gulp1,96.74200204,234.9770422,337.2161075
Ube2j2,969.4961163,964.2876088,1010.853552
Vom1r23,61.69194323,66.92346886,64.45601744
0,81.24979271,78.20866576,78.323199
Wnt9a,70.2259203,68.65570363,69.93496218
Dlx3,73.30144616,70.30357167,69.14215402
Polg2,177.5698729,160.9123931,174.803906
0,108.0078106,105.7750152,105.0801224
Ccz1b,1298.413703,1135.509657,889.2042527
Snrnp35,1324.828472,1527.637026,1642.639196
0,80.69590848,79.96724676,84.11740706
Rgs16,72.37785421,76.40787325,71.62583297
Pla2g3,81.41112453,81.73492988,85.78478251
Zfp503,472.9316326,661.1953843,739.1822903
Ascl2,129.0512937,176.8632229,164.0883495
0,63.78214842,78.04979954,76.17618636
0,64.77536156,61.35819259,61.41794731
Ell,261.4646833,235.6488251,261.8190094
0,59.211888,61.2101527,62.2725075
0,299.8178065,306.4323896,476.3569516
Gramd3,67.72932913,73.22484281,73.73622821
RGD1310262,74.75191986,75.65966478,86.90667386
Spock2,880.5653593,572.4945651,965.5444369
0,444.7748324,439.6777315,553.7899188
0,74.51933009,73.85864826,66.67287322
0,63.16784839,62.31545187,63.32778022
Mcm7,657.5246091,714.4840669,569.358489
Olr903,75.00861883,70.37802204,73.7894306
Adrm1,166.4742391,164.0616694,164.7657583
Olr312,65.39675251,65.40710746,62.7955653
Nfkbil1,131.0317756,136.1864972,149.4417499
Ica1l,86.80522403,85.69023098,85.09364672
Olr1640,59.87531135,58.51226848,61.31644147
Hsd17b12,4502.783725,5485.557791,5909.231708
Pcsk4,77.44369732,80.40990371,87.8732177
Cfh,4118.59429,6597.874822,5248.523391
Necab1,52.68190449,52.59908893,52.41997067
Ugt2b15,59.09981397,58.57514325,63.41596096
Msln,67.80578426,64.02193567,69.46936042
Prl3a1,71.93183709,64.0161568,69.402877
Mthfd1l,92.27293321,120.3521476,119.9585398
Zbtb45,94.04629689,88.18884349,90.79308564
Lin37,381.4892116,369.8344985,319.169322
Klhl25,78.24095354,79.39578883,80.49893936
Tmc7,74.33891391,76.73941821,70.61674885
Tnnt3,103.9193791,94.91469634,101.6797212
Pdcd1lg2,85.89691653,89.53389326,88.21049822
Brix1,110.1070899,111.1267225,108.5526992
Plch1,70.5927147,78.9117574,91.38670513
0,65.27594199,61.25621502,65.96989619
Aimp1,1595.120009,1451.549195,1444.489117
Med27,319.589637,387.7160687,361.5133266
Pde1a,81.78939838,84.27705039,94.4678903
0,93.11692293,93.54298096,91.54674694
0,228.0612823,238.1247009,197.2751307
0,81.35770374,85.41023788,89.83491818
0,86.5950746,88.62234027,87.17078913
0,68.86699128,67.62161821,69.22022233
0,423.1351076,1905.384584,2828.332843
0,62.96972888,64.73239773,60.90502819
Rasgef1a,90.96769509,89.74370348,88.09035451
0,66.49922758,69.24107371,73.99259853
Mrpl50,503.497221,530.3955068,489.8297951
0,67.77278403,66.11312514,70.44327858
Rpl11,66.38025275,65.30000371,59.11970202
Map4k3,1397.496407,1797.322421,1778.496146
Pnn,417.797569,384.7453005,479.8032957
Otub2,80.76051139,73.45213611,78.71465172
0,63.05573653,68.78529717,64.68261291
Ccdc59,466.9350136,382.9289064,369.5659451
0,64.25474581,66.60416447,63.48815892
0,1224.028722,1151.243865,1149.546294
Mbd3l1,73.35610315,74.5839371,74.46053345
0,61.02794409,57.9490995,61.29585838
Prss46,78.24838054,72.08348163,76.556252
Tfap2d,109.3870516,102.9504093,102.4771197
Col5a2,342.2565442,1215.951884,1306.043576
0,845.311335,895.178177,805.1618877
Atg9a,917.5783778,1101.725709,1412.309125
Vom1r61,92.13353976,89.06242999,93.59474985
0,66.56143421,65.37516041,59.58274966
Jmjd4,82.95163261,86.17352473,76.08857956
Cep95,309.9621973,346.4059028,394.4470455
RGD1562339,2617.608849,2580.922784,2888.584793
Rsph10b,66.02047151,61.04074836,59.6824763
0,1429.156201,1036.739581,1039.703753
0,62.53470337,64.11569879,66.23656569
0,60.02728395,54.94216113,56.2260157
0,72.9436601,67.79389451,71.68865926
0,1302.307384,1933.218638,1409.615396
Comtd1,1988.493525,1568.004707,1674.729228
0,409.7420546,326.6325577,291.2110243
Ebpl,523.1905314,526.6804628,403.6297179
Trim52,69.91195276,68.4674258,66.88651655
Fkbp8,469.5719165,489.0236824,580.8055703
Cenpu,57.01375218,55.93227866,54.97259236
Gins4,635.4067272,542.2658125,412.4215859
0,70.95998445,68.63165748,67.57816978
0,358.010307,263.9092564,416.2918691
Aldh7a1,1305.938276,1524.718336,1632.183916
Me2,989.7991782,1171.469763,864.8342184
0,344.4677024,311.2065606,281.4927331
0,62.83015571,62.1335516,63.10876872
0,228.1238327,177.169063,249.2819792
0,80.38831388,84.67382732,82.1144824
0,76.90413162,77.24194547,72.6596922
0,66.74513169,68.68584069,77.57528046
Slc22a17,924.3967304,1344.471877,2093.938355
Mthfs,868.1916721,669.3602381,492.1217506
Egfr,77.42048291,73.77563019,77.94063626
Flii,3622.07379,3711.841903,3808.500066
Lhb,70.71312044,72.31710503,77.19314331
Jtb,2031.514686,1511.524272,1384.772761
Olr1139,63.15629699,55.67306462,59.95662115
Olr508,63.27818629,56.51589105,63.8884844
Bcar1,202.4346255,214.8364194,307.5253994
Olr559,69.64021823,74.953966,75.90335115
Rps12,2027.962072,2386.337014,1609.144914
Olr1144,63.07055735,66.3309767,66.10366313
Olr1218,64.08705946,65.02291969,65.84451521
Msh2,385.9683469,419.4340461,365.4627798
Tas2r119,70.61453228,73.00614083,68.33662971
Herpud1,1223.235976,1407.683758,1048.945795
Ldlr,89.9143279,85.84626027,78.34614288
Dnph1,406.6099263,346.718181,340.2455619
Leo1,311.6511422,265.4545895,291.7267905
Disc1,73.49900283,74.28250865,78.02709416
Lhfpl4,67.36173721,66.99223769,65.35854685
Zbtb2,81.64067937,74.81758608,76.28416523
0,81.93752768,81.62180554,84.41246258
Igflr1,76.90802311,86.95336573,94.38528287
0,88.95741205,85.12688394,77.87306703
0,74.09052161,68.04421831,70.22104981
0,84.34816193,81.58506777,70.30391462
0,67.55562018,68.37031113,70.77364726
0,65.74507675,66.67980235,68.56139466
0,86.30862425,76.76773558,81.51408042
0,157.7321638,109.8376889,117.9336599
Crnn,69.86669684,70.39848731,70.7112746
Tbck,66.97992156,61.83110829,67.10659238
0,78.69929949,77.87634994,76.78558008
0,62.42731941,63.60721745,62.27968406
0,65.82206663,68.38606365,66.16291316
Aar2,240.5261673,238.4351627,258.422995
0,65.68064703,64.17632942,69.05063997
0,117.4427128,104.4215468,94.57491945
0,68.2822797,70.29379349,91.79786843
0,82.66673917,89.64160966,86.79882048
Csgalnact2,59.80899666,62.65894746,65.82477171
Slco5a1,80.88073681,78.80329723,74.63804876
Zfp189,355.4427621,391.2859683,327.3274967
0,69.73770432,70.25943417,67.40591111
0,1190.52831,1335.11974,1109.484068
0,72.05874149,74.53021731,69.44459777
0,61.93646536,63.14409258,60.97321083
Ifi27l2b,813.364601,424.9358142,802.6940135
0,65.93543536,64.57033664,67.87939392
0,62.60083104,63.85886876,68.49919074
0,632.4495135,632.7231063,641.9381966
0,399.0313408,581.7888472,1060.451649
0,57.54251182,55.66777162,60.8625977
0,94.19639269,106.7409329,101.6737204
0,789.8551602,804.5693933,790.0030289
Tfap2b,122.2522914,72.17747461,79.62595742
Ankzf1,444.0272512,476.4390233,528.7055199
Vom1r59,61.81715509,63.63589149,64.87971182
0,135.2168862,124.2152625,131.4757202
Zfp496,73.20671103,69.13753835,68.68064594
0,3569.833405,6353.890787,9006.035401
0,235.3110249,377.2679923,430.0738771
0,97.13002773,103.023528,95.51214847
Pms2,1302.978832,1297.559413,1308.773013
Sbno1,98.14082064,95.1207076,84.84174773
0,67.15380362,65.81508042,62.56857297
0,82.21921486,73.56605885,69.64210399
0,80.29449267,78.46026887,79.14975859
Smtn,111.1227769,205.6920769,244.2867978
0,651.5808344,642.8343583,650.6210101
0,84.2877799,83.2667009,88.50257814
Celsr3,79.18501178,82.85260582,89.19859232
Kpna3,146.0662864,112.4038417,98.04651929
0,69.85435223,70.4764715,71.24676346
Kxd1,2497.940133,2649.219177,3192.611359
0,80.81088129,84.41002987,87.69014034
0,66.85927893,69.61751351,66.88164934
0,68.55927054,69.26545228,69.14395142
0,93.87532164,88.40872888,79.39139563
Pfdn1,1980.068159,2584.893986,2796.421161
0,66.65520226,71.90378765,68.15409519
0,75.96954373,78.21768005,77.2787696
Prkaca,1564.488638,1423.271929,1408.508535
0,63.23954702,60.98480315,60.72636888
Tbata,77.120735,78.55178577,80.58417022
0,74.77685884,74.02897727,73.62085122
0,76.86086832,76.22064329,78.65140027
Xkrx,65.72386538,63.47412815,58.54568673
0,216.5452593,220.9193594,184.2272902
Dnal4,357.1663253,348.4115045,364.3960339
Rcn3,1798.088378,3165.704405,3026.799264
Olr1449,61.9215635,60.37209794,62.8095551
Olr1250,71.01129337,68.63374529,66.00403598
Hsd17b2,65.56755246,62.13024787,67.31393812
Dnajc14,587.0944394,549.9180251,487.5290145
Olr673,69.92592104,62.59773599,63.59404905
Lenep,212.6328937,228.7162639,261.9740825
Olr717,61.94547776,66.23501537,60.74252093
Htr5a,60.29932693,67.6171897,65.74939215
Ppp1ca,4449.797227,4245.613034,3323.836237
Olr1329,66.23564663,68.64089053,75.70746957
Olr41,74.77184641,74.00791454,70.36620121
Olr996,73.57128944,68.85571669,69.13996398
Fmo4,120.1962825,166.8318664,209.5258863
Slc10a6,98.09702218,99.82539158,95.82401294
Mt3,1515.100051,4945.856068,14985.25508
Rims2,74.04237584,77.41013472,81.34901997
Galk1,1304.839444,1093.976637,976.9571834
Eef1a2,839.4387906,175.8206359,600.4538666
Gfpt1,135.6338391,114.6885643,106.5879148
Casp8,183.6380073,152.4856517,113.8569305
Tepp,92.20826562,88.66237331,90.18495098
Lrrc36,77.08047479,100.1879916,110.290434
Pcdha4,72.02801192,71.00555841,72.56018414
Mme,72.35307615,103.1422509,189.7097075
0,253.8789989,238.4716344,255.1119048
Zfp324,173.1663605,192.6295851,172.3336765
0,254.1902358,254.3586896,247.4678394
0,139.6544743,128.988306,134.7195166
Ccp110,59.09282745,62.45111536,65.25370482
0,110.2041832,124.3589585,110.2823481
Mlana,99.26141012,95.48928519,97.45181598
Tmem206,1026.35243,815.8920811,557.376034
Gmps,1246.566818,1125.975273,819.314498
0,69.36348931,68.7384036,66.23894384
Gstcd,113.1907592,103.6588089,96.02271052
Coq4,309.4613128,317.9268429,328.2736027
Olr595,73.9977226,79.46983519,75.08116063
Exd1,86.10739272,81.59782102,86.11256385
Myl9,90.21144731,100.2423177,96.02877361
0,137.7137019,108.3639433,122.7484274
Marco,79.26740991,72.61935846,72.62765913
0,71.2862263,74.37981463,65.96607243
0,102.3444028,103.5028828,98.04483373
0,6175.13523,8150.742286,6470.079187
0,687.2441896,800.5070518,896.0335661
0,510.2057816,493.7928817,514.6188424
Tmem246,113.0626379,126.6784045,137.5970685
0,73.00900095,76.39235283,78.18323636
Tcea3,171.4110344,187.9666196,285.812709
0,69.92907432,62.96577986,64.23983377
0,1463.863706,827.8640597,815.7488197
Ppp4r4,61.85035367,60.5966374,64.42248822
Naca,12689.83041,12547.64232,11226.07082
Ppfia2,84.79446973,78.91955532,78.61553056
0,189.4707228,87.99555747,115.6368893
0,117.5034897,177.3467214,209.7428328
0,103.0642132,95.00620443,104.5299898
0,340.7734333,278.4586552,456.4109275
0,95.91352958,78.77935174,75.47892792
0,71.95645427,75.31110561,74.47326284
0,74.57271874,73.84871965,73.96859468
Mrps15,91.43342565,88.608405,101.0670645
Vom1r32,58.17501462,57.34536766,56.88247413
0,88.51428186,93.49133626,86.18682518
Nlrp3,120.4126139,115.0560437,84.99538578
Fam117a,143.9053076,131.167765,109.8632978
Cdk2ap1,1373.809203,1621.472165,1499.92335
0,59.73138501,66.50124548,58.17366759
0,67.96416758,75.23559869,72.8064605
0,76.4217794,82.30481946,79.9674335
0,1564.20052,1411.931728,1456.84699
Morc2,541.3895887,606.974894,696.4457225
Dupd1,65.99529876,62.16219229,65.6940237
0,99.43241093,102.507147,88.87929434
0,105.6137392,129.0674843,156.6111081
0,89.17826064,95.2218848,89.05627936
0,558.7485391,588.6120366,642.3356022
0,890.8563908,871.0048743,842.029865
Agpat6,206.7580649,218.21991,215.5600608
0,71.28931399,70.47508077,75.76233694
0,69.10881635,66.11860662,67.62363982
Mtcp1,75.40080039,82.73838985,76.21190269
Tmco6,132.1958123,129.8541765,119.1555788
0,87.1173611,84.64129907,80.4064639
Mapk4,87.40421853,95.35467435,90.05880065
Asf1b,161.4292383,140.070553,85.52350366
Slc38a8,62.46105713,69.77030548,62.66803301
Adamts14,73.04811293,73.71958758,71.38159357
0,72.18741038,70.94830634,65.17527012
0,66.53069311,62.48651633,62.04872127
Arl13a,85.58315803,91.66705582,90.84867145
Nucks1,1140.758306,988.2568269,791.4590615
Akr1e2,182.2159561,255.8429458,257.6268188
Cacng1,68.14322394,69.28396684,73.44892732
Lrpprc,1189.900403,1328.545315,1204.564552
Pyroxd2,893.8062484,1042.20665,932.4165949
Cyp2e1,63.43430408,62.2285625,56.85686998
Diablo,346.3552563,350.1447232,341.0727174
Tmlhe,244.3419965,268.2622415,225.8887859
Ehd4,2833.067718,2434.750381,1652.210851
Cryl1,280.3931871,172.7603758,158.7059509
Itih4,63.98317506,60.1147385,65.65065594
Slc6a6,1626.91549,790.1550568,842.0011272
Rplp1,4358.680211,4793.319741,4501.853738
Olr596,61.52809542,65.51700742,68.46292564
Olr674,58.67076151,58.21151564,60.50904302
Nde1,1810.375695,2320.825445,1856.023354
Olr43,65.47177764,59.99594967,62.31727453
Abcd3,2397.182035,3707.786729,5003.883107
Sult2a6,141.6192004,140.6619158,143.0714398
Olr40,61.77888932,59.34941123,55.97281713
Slc9a3r1,239.3173069,185.5196767,182.6765954
Cd40lg,70.15223217,70.60750481,71.62800662
Akap12,103.000707,105.810605,102.5677209
Lepr,64.21661197,65.78235782,67.5954199
Vrk3,1641.472108,1479.361024,1335.009598
Gpbar1,70.16933819,71.45065631,72.50904167
Tusc3,1784.844181,2046.275393,2286.122447
0,61.57917219,66.70244877,64.620746
0,63.41589115,61.62934182,68.67450709
Upk1a,84.59396842,90.4136259,87.99785196
0,83.13528727,87.83670873,87.21966153
0,3681.130812,3174.258647,2897.294787
0,83.9588163,98.02732073,88.67753784
0,308.1771212,343.139466,365.2466097
Abhd6,778.6030104,664.79951,687.7412674
Slc45a2,82.86362747,79.19976346,82.73198208
0,74.32541432,77.52951179,76.26445345
0,66.21952287,71.09098635,66.4198209
Slc27a4,169.5859063,168.3416191,209.613768
0,69.38847061,71.59525485,69.70656585
Tgif2,63.70887967,66.13636951,66.54225251
0,77.66793621,78.87768158,80.7329746
0,59.76477417,59.31631428,61.53953471
0,65.59928653,65.7249655,63.55828058
0,317.2677332,313.0498328,362.9721858
0,150.0401478,133.9599638,140.5964412
0,84.97538862,80.6185882,78.46424352
Rnf20,1314.80891,1217.34383,1226.907784
0,73.46507172,75.64306599,77.93972686
RGD1564482,99.25568426,140.6973444,204.1563414
0,64.03879561,64.93114257,67.89538858
Fbxo33,604.4317024,630.8367195,595.718465
Serpina3m,62.77101326,64.21548504,62.36676406
0,1207.000854,1120.50071,1130.162553
Myf5,63.16598277,63.84833894,66.26604037
0,83.05346125,134.6439494,102.3181763
Ano6,80.55650521,83.84253161,75.81561323
Fbxl12,70.43085446,75.04261638,75.05920303
0,67.20936125,65.80965057,68.29071786
0,66.11461404,73.67895899,63.83438161
0,69.811981,66.82278434,64.96375894
Vwa9,368.0794629,381.6655445,324.7833877
0,184.2417544,172.9247125,157.0977039
Vom1r57,72.77260594,72.47274847,74.25658255
0,65.31163018,68.59214839,65.45310522
Nt5m,161.212266,188.6256512,208.3125665
Spop,322.9605016,365.143913,536.4093334
0,224.9396595,242.9960075,285.6858766
Usp42,71.10207024,73.02014377,76.15961829
0,140.0179231,157.9722063,126.3287197
0,329.7855689,249.1093856,245.0427034
0,59.34105263,61.30032286,58.92582334
0,97.48520477,93.89752646,97.96573308
Naa11,78.4383714,75.26573191,77.82978927
Osbp2,74.09672537,70.46046027,85.53494086
Tlr11,76.79893005,71.21617956,69.2669838
Ugdh,2837.822064,2985.51686,2266.283153
Kcnrg,66.09217462,62.03757002,60.54948808
Crlf1,96.13143677,166.5502912,172.461219
Ank1,350.3062635,121.1350963,243.0250719
0,84.75632717,75.8417957,81.17590686
Mtmr1,57.21299763,55.6823072,56.86040791
Ndufa2,7032.274627,6840.958663,7041.967025
PVR,508.4302546,374.3403423,287.7667491
0,74.62499781,70.57179654,72.19174694
Gins2,87.99531004,84.81624088,77.22828961
Pald1,68.95215515,61.87399829,65.91092681
0,4711.072089,4367.727924,3468.714
0,65.32490165,68.93820961,66.04190901
Taf7l,106.8005513,99.72809308,101.4224131
Tom1,441.3980831,405.2701072,387.0561357
Tbrg1,1083.038721,843.526942,929.8118368
0,197.2939661,171.1682955,154.5707693
Caly,622.3133877,518.537052,551.0608352
Sart1,493.2328302,473.8999223,489.1314833
Olr1245,57.65663523,58.31632243,55.97214739
Sec61a1,129.3830411,104.041814,100.4055505
Olr1532,65.02673268,67.63705756,67.8413064
Olr678,77.01519789,75.24033153,73.03735444
Olr828,69.03875954,72.0099531,71.41957083
Olr1641,72.34781984,73.39004569,72.04364348
Anpep,2866.61493,673.9972306,697.2248265
Crp,90.32702892,86.34457386,80.32819713
Rtn2,253.2583029,186.772904,220.3364534
Olr758,67.34208519,70.54571329,75.58282814
Klrk1,84.65847184,87.05916783,86.90880026
Fstl3,135.4837134,194.2671812,344.2363376
Slc17a8,60.86829379,62.00751861,64.02498233
Knstrn,1000.730638,1060.471894,329.2320223
Smpd1,3566.667218,4445.847473,5484.233365
Rln3,66.0453795,65.71224757,60.9192241
S100a3,740.4652111,285.1924599,351.5471871
Cxcr4,787.3946007,300.7656329,263.0079766
0,69.14131921,68.07489406,68.14914866
0,73.71828068,71.43065979,72.40739863
0,80.57634972,77.64341957,73.09264101
0,367.7698361,461.4191306,384.0913952
Knop1,178.6873326,183.0740648,195.6597503
0,130.0824908,142.4883015,138.6253011
Ranbp6,82.4697956,87.86241992,77.23924012
0,101.1049518,104.6504452,101.7059953
Adamts12,68.17674962,68.46754887,66.5144152
Vom2r45,94.76381937,98.26308267,102.6276341
0,55.97106797,55.10715993,57.87051428
Ppa2,602.6685326,627.1595491,691.5133933
Urm1,1393.202126,1733.923247,1629.300245
0,88.12627874,92.83604721,101.4358086
Pla2g4b,76.92097696,79.60305109,90.94572002
0,76.60811346,73.20632603,71.5780345
Wdr86,72.91593837,85.02606029,87.88304631
0,66.86855043,62.59272284,66.5063402
0,84.18649404,92.5663535,86.61885097
0,77.78093885,75.19955701,79.725362
0,5367.318157,3731.613162,1717.398533
Ankrd26,130.7558645,138.9360431,142.2004332
Prex2,75.02811457,69.24553023,83.36127849
0,87.20242524,82.34738819,78.36314775
Foxd2,80.89857963,76.69636903,76.96111093
Zfp46,78.91919322,75.18142065,73.94030789
0,76.85256433,78.54573016,75.85508995
0,78.5857394,79.88305284,79.52761287
Baz2a,96.71300917,96.2222823,99.54743278
0,64.58943072,63.08169533,60.62972253
0,64.51710114,67.79576652,61.1226541
0,72.70664121,69.20091811,80.925971
0,63.52556092,66.28275916,68.60693798
0,122.0335231,114.7522759,103.5089832
Qrich1,77.65303347,78.50849912,76.23397771
0,72.3974713,76.11447691,77.48607156
Wdr75,595.4107553,636.729013,616.0216842
Them6,96.02880285,88.89092614,84.17000755
0,73.3967944,74.05657637,76.78361158
Vom1r62,62.53008683,67.44258917,66.25918688
Sycp1,64.91657156,59.63110604,64.25346794
0,187.8035063,161.7748862,141.5496527
Zfp652,67.43153111,67.82391823,68.29462206
0,141.9321028,95.59735081,87.90089832
Fam220a,154.0418721,148.4201281,155.9291552
0,2118.412784,1852.277267,2232.245689
Hmcn1,70.06882678,77.0512701,76.53056899
0,5036.635686,6625.013406,7443.9694
0,71.05580564,63.21634578,64.07728735
0,64.92601197,64.64990225,64.79445207
0,140.319254,131.7822174,137.6337172
Ttc5,124.8498951,147.2000901,149.7924755
Stx4,1806.977834,1755.884135,1926.832441
Dleu7,99.16114535,86.25564571,105.0088143
Pbsn,60.18816682,59.98394408,64.68393807
Tmem59l,123.7616998,79.01800153,110.3280263
Snx25,1854.375504,2112.290628,1882.039763
0,73.66475154,73.37941943,78.54257014
0,64.59176652,68.90399797,72.44943286
0,287.3035036,266.8936989,292.6390671
Hars,58.6789762,61.04964819,59.16226069
Megf10,62.16606869,61.18102799,59.28332679
Ska1,119.6617845,148.61845,85.49679323
0,277.0857076,266.0163315,227.6066419
0,102.5844457,116.6952261,124.1943252
Lrrc20,98.7317088,89.19930286,82.95243798
C1galt1c1,1352.330783,1621.293333,1808.436893
0,62.57287869,63.68528065,62.23148726
Ass1,202.9980082,95.89077525,106.790061
Doc2a,85.86462888,84.45829584,78.78043451
Rpl36a,80.12360026,68.41393487,72.50703069
Zfp414,1144.849974,1194.139481,1283.430663
Eif3h,7075.050382,7000.816473,6130.479769
Gdi2,18404.67176,17113.81912,16417.63323
Myo5b,92.23854315,83.94823074,84.98601513
Olr372,60.58182243,62.22922068,61.71500939
Hopx,11550.3381,8302.573693,8542.521332
Olr867,109.9812222,104.252466,98.89770641
Olr826,70.84084401,67.85887918,72.5904877
Olr24,67.72643895,63.54690138,64.455894
Tas2r121,71.92727996,71.0203036,73.00817611
Olr803,70.09451758,72.65779249,71.094087
Olr1240,64.08048352,67.00695023,65.99557536
Lcmt1,1156.759867,1499.662097,1748.301667
Olr61,66.65779135,70.52080549,65.4606949
Ece1,395.8981301,513.3915524,346.717523
Txnrd1,583.8950957,435.1559779,479.8034852
Pank4,71.51747924,69.60814939,72.33034127
Npr2,248.8572316,417.4957526,609.1585461
Pkig,2990.669914,3608.547185,3845.41746
Ppara,81.07976073,87.71890875,87.64865759
Gja1,2102.677127,6810.303634,10715.19147
Jun,611.0433267,568.9255606,722.7713303
Trappc3,2413.905147,2250.434333,2409.310164
Hist1h1t,76.58076912,76.38023568,78.3757434
Myct1,165.1701716,146.7879957,139.8508175
0,1395.465376,1806.473653,1566.147864
Rbm42,1607.455849,1733.930736,1541.296501
0,69.23814848,76.70531616,75.67064564
